user_id,amount,device_id,location,timestamp,receiver_id,is_fraud
U036,2819.57,device_U036_B,Mumbai,2025-10-18 13:53:44,R118,0
U020,516.92,device_U020_B,Bangalore,2025-07-27 17:49:00,R156,0
U024,6075.9,device_U024_B,Kolkata,2025-10-23 17:03:13,R172,0
U049,41274.58,attacker_device_3004,Ahmedabad,2025-07-22 05:33:15,MULE037,1
U015,55795.41,attacker_device_3638,Hyderabad,2025-07-14 05:33:46,MULE039,1
U027,3362.38,device_U027_A,Mumbai,2025-06-09 10:32:49,R119,0
U040,34902.08,attacker_device_8542,Jaipur,2025-05-08 00:19:22,MULE007,1
U006,5487.24,device_U006_B,Jaipur,2025-09-17 20:22:45,R097,0
U039,7162.34,device_U039_A,Mumbai,2025-08-21 18:40:07,R191,0
U047,10651.65,attacker_device_8816,Delhi,2025-01-18 13:53:45,MULE047,1
U005,2074.87,device_U005_A,Mumbai,2025-05-08 22:19:04,R098,0
U031,15376.27,attacker_device_5099,Mumbai,2025-07-31 05:13:31,MULE046,1
U006,4459.11,device_U006_B,Jaipur,2025-10-22 16:40:10,R032,0
U029,3493.47,device_U029_A,Chennai,2025-10-01 17:13:13,R055,0
U009,51059.3,attacker_device_4120,Bangalore,2025-03-16 00:45:28,MULE007,1
U001,6674.2,device_U001_A,Mumbai,2025-04-22 19:05:25,R036,0
U032,17642.92,attacker_device_1817,Jaipur,2025-09-09 03:15:07,MULE015,1
U050,3821.62,device_U050_B,Chennai,2025-12-26 15:53:21,R138,0
U026,425448.06,device_U026_B,Chennai,2025-01-28 07:14:17,MULE009,1
U006,1081.87,attacker_device_5918,Jaipur,2025-07-19 08:34:45,MULE015,1
U011,2482.32,device_U011_A,Hyderabad,2025-06-07 16:59:31,R146,0
U023,30628.81,attacker_device_3361,Pune,2025-11-21 01:54:35,MULE027,1
U032,3324.12,device_U032_B,Lucknow,2025-01-13 17:44:23,R041,0
U043,62203.89,attacker_device_7258,Mumbai,2025-09-11 05:16:55,MULE041,1
U001,27509.43,attacker_device_8711,Chennai,2025-06-03 05:23:19,MULE024,1
U010,2644.56,device_U010_A,Jaipur,2025-10-23 19:53:43,R059,0
U048,4625.43,device_U048_A,Pune,2025-11-28 09:20:24,R010,0
U016,5219.85,device_U016_A,Hyderabad,2025-12-20 11:44:04,R185,0
U021,7932.56,device_U021_B,Jaipur,2025-11-25 16:23:26,R103,0
U044,2314.95,device_U044_A,Mumbai,2025-03-11 22:59:54,R192,0
U015,37501.98,attacker_device_4602,Ahmedabad,2025-10-13 03:52:56,MULE045,1
U036,5728.51,device_U036_A,Mumbai,2025-04-07 22:59:33,R026,0
U009,3131.31,device_U009_A,Mumbai,2025-07-09 17:40:34,R044,0
U010,13779.2,attacker_device_7043,Jaipur,2025-03-06 01:03:07,MULE033,1
U033,7906.14,device_U033_B,Mumbai,2025-06-10 21:03:12,R011,0
U044,936.82,device_U044_A,Mumbai,2025-02-03 08:27:25,R144,0
U003,74907.36,attacker_device_5430,Bangalore,2025-12-06 02:50:03,MULE042,1
U008,46448.42,attacker_device_1060,Pune,2025-06-24 02:53:54,MULE009,1
U028,19643.93,attacker_device_8175,Ahmedabad,2025-02-15 04:57:39,MULE024,1
U005,34002.86,attacker_device_8769,Lucknow,2025-10-23 04:12:34,MULE047,1
U004,8675.25,attacker_device_7088,Delhi,2025-10-26 01:26:55,MULE011,1
U017,2324.03,device_U017_A,Mumbai,2025-02-07 18:03:25,R042,0
U030,6474.63,device_U030_A,Hyderabad,2025-06-03 18:16:52,R117,0
U050,19498.35,attacker_device_4268,Hyderabad,2025-04-27 02:19:05,MULE020,1
U041,77862.03,attacker_device_2596,Jaipur,2025-01-15 05:13:47,MULE013,1
U017,13710.51,attacker_device_5801,Mumbai,2025-01-07 07:00:56,MULE022,1
U050,5661.9,device_U050_A,Chennai,2025-08-26 12:18:44,R176,0
U020,1552.64,device_U020_B,Bangalore,2025-04-04 14:54:14,R043,0
U028,771.42,attacker_device_4393,Chennai,2025-06-05 15:30:49,MULE027,1
U012,4962.84,attacker_device_5042,Bangalore,2025-09-04 17:40:20,MULE044,1
U049,836.2,device_U049_A,Mumbai,2025-12-17 09:38:34,R153,0
U013,6548.62,device_U013_B,Kolkata,2025-11-10 09:45:14,R127,0
U003,40003.99,attacker_device_6486,Bangalore,2025-08-21 01:11:43,MULE028,1
U041,145947.4,device_U041_A,Bangalore,2025-07-14 07:19:20,MULE050,1
U014,5182.37,device_U014_B,Bangalore,2025-10-05 17:16:06,R175,0
U038,1854.94,device_U038_B,Lucknow,2025-03-18 16:01:05,R035,0
U002,4378.21,device_U002_A,Mumbai,2025-05-11 11:00:48,R060,0
U032,4070.65,device_U032_A,Lucknow,2025-06-25 10:36:52,R041,0
U024,1239.71,device_U024_B,Kolkata,2025-07-14 20:02:02,R019,0
U014,1469.94,device_U014_A,Bangalore,2025-03-15 18:35:24,R098,0
U023,5403.23,device_U023_A,Chennai,2025-02-08 10:18:39,R057,0
U048,1790.5,device_U048_B,Pune,2025-12-29 15:35:44,R030,0
U045,673.46,device_U045_A,Pune,2025-04-23 21:50:43,R106,0
U046,2433.27,device_U046_A,Mumbai,2025-08-01 14:31:58,R057,0
U026,772.12,device_U026_B,Pune,2025-10-28 12:44:08,R014,0
U012,41306.3,attacker_device_6149,Delhi,2025-02-17 04:02:08,MULE037,1
U017,4028.46,device_U017_A,Mumbai,2025-01-12 15:06:47,R161,0
U005,8089.38,attacker_device_8758,Mumbai,2025-01-29 17:18:25,MULE037,1
U021,6195.03,device_U021_B,Jaipur,2025-12-23 08:35:32,R167,0
U004,6949.68,device_U004_A,Delhi,2025-09-30 12:55:08,R109,0
U014,2335.44,device_U014_A,Bangalore,2025-06-12 21:11:26,R153,0
U021,7193.67,device_U021_B,Jaipur,2025-04-18 13:03:04,R080,0
U007,878.99,device_U007_A,Mumbai,2025-07-18 08:47:33,R098,0
U047,79269.55,attacker_device_1860,Pune,2025-04-11 04:56:50,MULE003,1
U039,4523.43,attacker_device_9914,Mumbai,2025-04-17 01:17:13,MULE013,1
U008,3219.01,device_U008_A,Ahmedabad,2025-10-15 10:59:57,R042,0
U048,2124.18,device_U048_A,Pune,2025-08-05 17:03:03,R067,0
U019,4331.5,device_U019_B,Chennai,2025-12-07 21:26:16,R125,0
U006,2947.44,device_U006_A,Jaipur,2025-05-25 18:42:57,R021,0
U014,29486.25,attacker_device_1627,Jaipur,2025-07-31 00:09:30,MULE010,1
U021,7809.3,device_U021_B,Jaipur,2025-11-04 10:40:31,R080,0
U008,3904.11,device_U008_A,Ahmedabad,2025-02-25 17:46:46,R180,0
U047,6608.11,device_U047_A,Delhi,2025-07-16 14:08:31,R090,0
U040,769.54,device_U040_A,Chennai,2025-05-02 17:07:15,R126,0
U003,11395.13,device_U003_A,Jaipur,2025-09-14 14:30:22,MULE019,1
U035,11619.09,attacker_device_5852,Kolkata,2025-10-23 00:26:08,MULE002,1
U003,7508.62,device_U003_A,Jaipur,2025-12-06 21:02:12,R184,0
U029,1754.12,device_U029_A,Chennai,2025-08-12 12:48:10,R098,0
U009,1626.75,device_U009_A,Mumbai,2025-06-08 10:48:00,R187,0
U037,2475.04,device_U037_B,Bangalore,2025-09-29 09:07:53,R063,0
U036,393471.2,attacker_device_2581,Mumbai,2025-04-13 10:04:50,MULE024,1
U037,495371.0,attacker_device_5014,Bangalore,2025-11-06 14:11:29,MULE033,1
U004,59385.12,attacker_device_8966,Pune,2025-04-19 03:05:13,MULE009,1
U030,17638.33,attacker_device_3953,Lucknow,2025-10-12 03:06:58,MULE026,1
U027,1518.67,device_U027_B,Mumbai,2025-06-27 11:24:58,R049,0
U032,879.01,device_U032_B,Lucknow,2025-10-23 15:53:20,R041,0
U014,46753.9,attacker_device_9405,Pune,2025-01-25 05:11:41,MULE010,1
U024,1548.49,device_U024_B,Kolkata,2025-11-03 14:55:56,R125,0
U023,73559.55,attacker_device_7484,Jaipur,2025-01-03 03:23:50,MULE015,1
U049,795.53,device_U049_B,Mumbai,2025-09-04 20:27:25,R131,0
U038,5957.01,device_U038_A,Lucknow,2025-06-15 20:08:16,R027,0
U001,4732.88,device_U001_A,Mumbai,2025-01-23 16:15:32,R174,0
U002,7567.34,device_U002_B,Mumbai,2025-04-04 09:13:37,R056,0
U034,5990.76,device_U034_B,Mumbai,2025-06-24 09:49:23,R172,0
U048,41047.93,attacker_device_5959,Kolkata,2025-05-23 01:49:35,MULE019,1
U002,4167.74,device_U002_A,Mumbai,2025-12-14 15:15:46,R130,0
U010,1553.54,device_U010_B,Jaipur,2025-03-17 10:07:11,R103,0
U040,1260.21,device_U040_B,Chennai,2025-06-23 22:41:13,R109,0
U024,3370.05,device_U024_A,Kolkata,2025-10-15 13:09:01,R172,0
U002,2258.84,device_U002_B,Mumbai,2025-12-24 10:21:22,R152,0
U011,3386.62,device_U011_B,Hyderabad,2025-11-08 09:36:43,R102,0
U048,63434.64,attacker_device_1482,Mumbai,2025-12-25 03:11:20,MULE007,1
U044,7161.54,device_U044_B,Mumbai,2025-12-07 19:54:27,R091,0
U044,77667.0,attacker_device_3664,Chennai,2025-04-28 04:31:18,MULE005,1
U043,3303.06,device_U043_A,Jaipur,2025-07-21 14:00:47,R111,0
U027,459.39,device_U027_B,Mumbai,2025-08-06 14:51:40,R138,0
U016,4346.62,device_U016_B,Hyderabad,2025-06-26 22:23:42,R046,0
U039,922.72,device_U039_A,Mumbai,2025-12-26 18:28:51,R054,0
U021,211936.32,attacker_device_4446,Jaipur,2025-04-10 16:32:07,MULE030,1
U045,22683.18,attacker_device_3436,Lucknow,2025-03-31 04:07:08,MULE026,1
U017,9302.98,device_U017_A,Mumbai,2025-01-07 06:48:56,MULE043,1
U047,471.02,device_U047_B,Delhi,2025-07-26 11:28:20,R169,0
U013,1172.25,device_U013_A,Kolkata,2025-06-25 09:11:57,R029,0
U001,7858.57,attacker_device_5389,Mumbai,2025-06-18 16:50:40,MULE027,1
U012,7371.26,device_U012_A,Bangalore,2025-10-26 14:31:43,R036,0
U005,7458.03,device_U005_B,Mumbai,2025-05-02 16:22:13,R118,0
U030,131753.22,attacker_device_3493,Hyderabad,2025-08-12 02:21:29,MULE034,1
U012,2757.71,attacker_device_7318,Bangalore,2025-09-04 18:04:20,MULE037,1
U033,1705.26,device_U033_A,Mumbai,2025-07-28 22:20:25,R159,0
U044,1312.62,device_U044_B,Mumbai,2025-03-11 12:13:45,R091,0
U025,7257.72,device_U025_A,Lucknow,2025-04-10 17:10:03,R049,0
U044,5784.07,device_U044_B,Mumbai,2025-07-22 19:20:11,R061,0
U020,6375.34,device_U020_B,Bangalore,2025-12-23 17:59:27,R068,0
U019,18815.51,attacker_device_1097,Delhi,2025-06-29 03:51:48,MULE034,1
U011,3166.12,device_U011_B,Hyderabad,2025-07-13 16:33:29,R146,0
U042,1926.23,device_U042_B,Pune,2025-07-17 14:45:06,R039,0
U010,3325.88,attacker_device_9618,Jaipur,2025-03-06 00:56:07,MULE038,1
U010,4758.03,device_U010_A,Jaipur,2025-12-30 20:57:19,R199,0
U003,7967.11,device_U003_B,Jaipur,2025-10-13 22:02:35,R057,0
U020,2842.63,device_U020_A,Bangalore,2025-11-09 22:05:28,R043,0
U035,477269.56,device_U035_B,Pune,2025-01-16 08:24:53,MULE017,1
U020,78788.74,attacker_device_4849,Ahmedabad,2025-11-23 03:54:34,MULE017,1
U027,828.76,device_U027_B,Mumbai,2025-12-12 09:08:30,R138,0
U044,5117.84,device_U044_B,Mumbai,2025-04-17 13:15:42,R192,0
U025,4367.87,device_U025_B,Lucknow,2025-01-10 12:58:33,R025,0
U001,3130.24,device_U001_B,Mumbai,2025-10-20 12:17:21,R058,0
U006,3480.54,device_U006_B,Jaipur,2025-09-13 13:54:44,R097,0
U016,7228.26,device_U016_B,Hyderabad,2025-12-29 21:36:46,R068,0
U019,7558.31,device_U019_B,Chennai,2025-02-09 19:55:00,R137,0
U046,1219.06,device_U046_A,Mumbai,2025-11-25 22:33:55,R118,0
U024,5505.71,device_U024_B,Kolkata,2025-02-03 17:00:30,R061,0
U021,1218.3,device_U021_B,Jaipur,2025-08-11 12:15:10,R187,0
U048,3836.6,device_U048_A,Pune,2025-03-10 10:26:31,R085,0
U028,21517.33,attacker_device_6722,Pune,2025-06-12 02:30:30,MULE035,1
U035,7173.64,attacker_device_9021,Kolkata,2025-10-23 00:16:08,MULE004,1
U008,5477.51,device_U008_B,Ahmedabad,2025-06-10 21:03:55,R042,0
U024,5784.73,device_U024_B,Kolkata,2025-08-26 18:18:48,R139,0
U032,2633.09,device_U032_A,Lucknow,2025-01-20 11:34:01,R136,0
U004,5362.03,device_U004_A,Delhi,2025-02-16 12:00:45,R179,0
U025,3657.8,device_U025_B,Lucknow,2025-11-17 16:39:43,R109,0
U039,55517.38,attacker_device_4441,Pune,2025-08-15 01:24:05,MULE007,1
U032,5729.0,device_U032_A,Lucknow,2025-04-08 09:06:38,R131,0
U042,2484.59,device_U042_B,Pune,2025-06-18 21:42:34,R039,0
U009,4319.58,device_U009_B,Mumbai,2025-08-18 17:36:42,R156,0
U001,12681.75,device_U001_B,Mumbai,2025-06-18 16:42:40,MULE032,1
U028,2646.34,device_U028_B,Chennai,2025-01-11 19:05:14,R193,0
U013,7014.14,device_U013_A,Kolkata,2025-01-13 22:51:42,R013,0
U037,5776.5,device_U037_B,Bangalore,2025-06-16 11:00:39,R041,0
U041,7435.68,device_U041_B,Delhi,2025-09-03 20:39:36,R042,0
U010,10814.54,device_U010_B,Jaipur,2025-03-06 00:33:07,MULE028,1
U017,2113.4,device_U017_A,Mumbai,2025-10-26 13:32:01,R077,0
U045,1290.88,device_U045_A,Pune,2025-07-07 16:06:18,R064,0
U011,1102.75,device_U011_B,Hyderabad,2025-10-12 13:56:07,R017,0
U002,3512.4,device_U002_A,Mumbai,2025-08-19 15:51:40,R056,0
U010,4676.83,device_U010_A,Jaipur,2025-01-15 19:47:09,R009,0
U033,7914.07,device_U033_B,Mumbai,2025-04-09 14:02:48,R031,0
U020,5641.81,device_U020_B,Bangalore,2025-10-04 21:47:59,R109,0
U031,1273.99,device_U031_A,Chennai,2025-09-23 12:57:19,R149,0
U010,5096.09,attacker_device_9552,Jaipur,2025-03-06 00:32:07,MULE006,1
U039,470448.49,device_U039_B,Kolkata,2025-11-21 15:19:23,MULE010,1
U033,5134.0,device_U033_B,Mumbai,2025-01-30 10:37:36,R173,0
U038,5885.64,device_U038_A,Lucknow,2025-12-20 13:18:20,R170,0
U037,33191.53,attacker_device_1997,Jaipur,2025-02-17 05:47:37,MULE044,1
U004,5042.27,device_U004_A,Delhi,2025-06-16 14:41:05,R041,0
U021,276324.54,attacker_device_4267,Jaipur,2025-11-29 19:17:06,MULE005,1
U008,1308.82,device_U008_A,Ahmedabad,2025-03-04 16:20:59,R095,0
U044,24083.49,attacker_device_3655,Kolkata,2025-06-18 01:52:33,MULE013,1
U031,13911.29,attacker_device_5382,Bangalore,2025-09-01 01:34:07,MULE002,1
U005,7845.61,attacker_device_9736,Mumbai,2025-01-29 17:06:25,MULE025,1
U037,2015.15,device_U037_B,Bangalore,2025-04-19 20:52:50,R113,0
U038,210.48,device_U038_A,Lucknow,2025-10-05 20:12:18,R003,0
U016,5082.24,device_U016_A,Hyderabad,2025-09-23 15:40:34,R130,0
U006,3246.13,device_U006_A,Jaipur,2025-07-02 13:28:27,R148,0
U008,3261.98,device_U008_B,Ahmedabad,2025-04-16 14:53:24,R069,0
U019,3337.46,device_U019_B,Chennai,2025-02-12 13:06:33,R062,0
U033,71418.6,attacker_device_1699,Jaipur,2025-08-30 02:41:03,MULE048,1
U025,5158.54,device_U025_A,Lucknow,2025-08-19 22:03:42,R122,0
U034,5453.97,device_U034_A,Mumbai,2025-05-02 13:35:00,R108,0
U008,792.67,device_U008_A,Ahmedabad,2025-05-13 12:47:37,R095,0
U009,4560.17,device_U009_A,Mumbai,2025-11-19 20:48:35,R137,0
U040,963.49,device_U040_A,Chennai,2025-07-07 08:46:44,R071,0
U002,424648.28,device_U002_A,Kolkata,2025-01-10 09:20:27,MULE025,1
U034,5082.12,device_U034_A,Mumbai,2025-03-15 20:18:28,R067,0
U039,2050.04,device_U039_B,Mumbai,2025-12-20 20:36:56,R054,0
U036,3761.27,device_U036_A,Mumbai,2025-11-04 19:00:09,R026,0
U025,4315.84,device_U025_B,Lucknow,2025-04-30 15:16:23,R091,0
U037,211.51,device_U037_B,Bangalore,2025-10-28 09:58:59,R140,0
U036,3978.49,device_U036_A,Mumbai,2025-05-21 21:00:27,R118,0
U039,24688.77,attacker_device_2622,Lucknow,2025-09-15 04:52:02,MULE016,1
U027,2971.13,device_U027_A,Mumbai,2025-06-04 22:53:46,R049,0
U009,5763.16,device_U009_B,Mumbai,2025-02-11 21:16:39,R137,0
U004,6033.23,device_U004_B,Delhi,2025-09-08 21:35:04,R088,0
U003,5131.35,device_U003_B,Jaipur,2025-09-14 14:49:22,MULE024,1
U048,1722.0,device_U048_A,Pune,2025-11-17 14:00:23,R174,0
U038,7991.33,device_U038_B,Lucknow,2025-12-03 17:09:28,R035,0
U031,454637.89,attacker_device_2591,Mumbai,2025-07-10 14:48:15,MULE049,1
U038,6661.52,device_U038_A,Lucknow,2025-02-09 19:44:49,R142,0
U011,14771.33,attacker_device_6952,Kolkata,2025-05-18 01:05:04,MULE012,1
U030,5915.78,device_U030_B,Hyderabad,2025-03-29 17:35:26,R188,0
U028,53426.35,attacker_device_2625,Kolkata,2025-02-04 05:51:53,MULE007,1
U011,4940.16,device_U011_B,Hyderabad,2025-10-20 18:21:50,R128,0
U024,7351.7,device_U024_B,Kolkata,2025-06-08 13:49:21,R186,0
U003,6973.29,device_U003_B,Jaipur,2025-08-27 19:27:17,R051,0
U025,3482.37,device_U025_B,Lucknow,2025-06-09 09:22:03,R105,0
U034,1591.7,device_U034_B,Mumbai,2025-03-06 22:53:27,R134,0
U002,461109.62,device_U002_A,Mumbai,2025-01-19 04:34:24,MULE049,1
U042,4618.98,device_U042_B,Pune,2025-01-15 15:11:17,R140,0
U018,21972.04,attacker_device_4335,Ahmedabad,2025-05-16 01:40:18,MULE046,1
U011,329861.11,attacker_device_4343,Pune,2025-01-12 08:50:01,MULE022,1
U021,283379.91,attacker_device_5079,Delhi,2025-02-24 04:44:30,MULE049,1
U035,5167.24,device_U035_A,Kolkata,2025-10-21 08:47:37,R062,0
U027,7175.07,device_U027_B,Mumbai,2025-10-18 19:05:37,R050,0
U012,31711.22,attacker_device_3911,Kolkata,2025-11-14 00:25:43,MULE039,1
U029,5472.86,device_U029_B,Chennai,2025-02-19 15:56:53,R001,0
U033,187088.44,attacker_device_3672,Ahmedabad,2025-12-26 21:55:28,MULE022,1
U003,75036.88,attacker_device_7984,Hyderabad,2025-01-07 01:39:12,MULE006,1
U006,2974.54,device_U006_A,Jaipur,2025-09-15 14:15:54,R050,0
U024,4984.98,device_U024_B,Kolkata,2025-07-19 15:26:42,R072,0
U025,3850.74,device_U025_B,Lucknow,2025-08-10 11:28:40,R049,0
U043,7475.98,device_U043_B,Jaipur,2025-02-14 20:34:14,R033,0
U046,6465.63,device_U046_A,Mumbai,2025-08-07 10:26:26,R059,0
U011,2412.15,device_U011_A,Hyderabad,2025-05-29 02:01:24,MULE001,1
U001,3323.13,device_U001_A,Mumbai,2025-11-23 16:58:07,R027,0
U003,5690.21,device_U003_B,Jaipur,2025-07-23 11:33:39,R167,0
U021,3493.37,device_U021_A,Jaipur,2025-12-24 17:02:48,R096,0
U012,15084.82,attacker_device_7089,Pune,2025-05-25 01:09:49,MULE021,1
U007,59031.89,attacker_device_5620,Lucknow,2025-08-03 02:17:38,MULE007,1
U030,44135.19,attacker_device_6577,Ahmedabad,2025-03-23 01:52:37,MULE049,1
U049,4418.26,device_U049_A,Mumbai,2025-10-29 17:46:12,R081,0
U002,5805.32,device_U002_B,Mumbai,2025-01-07 16:32:52,R060,0
U017,1053.18,device_U017_A,Mumbai,2025-05-03 11:07:47,R196,0
U011,1381.79,attacker_device_4734,Hyderabad,2025-05-29 02:51:24,MULE046,1
U012,3146.26,attacker_device_2483,Bangalore,2025-09-04 17:35:20,MULE006,1
U048,2016.41,device_U048_B,Pune,2025-08-18 17:31:49,R008,0
U046,7803.92,device_U046_A,Mumbai,2025-07-15 18:34:44,R118,0
U010,1605.82,device_U010_A,Jaipur,2025-12-02 14:04:17,R059,0
U001,232630.08,attacker_device_9332,Mumbai,2025-08-29 16:57:10,MULE023,1
U015,50108.73,attacker_device_8856,Mumbai,2025-04-17 04:44:47,MULE007,1
U022,5946.1,device_U022_A,Ahmedabad,2025-03-21 11:34:33,R058,0
U039,274455.61,device_U039_A,Mumbai,2025-08-10 11:58:40,MULE001,1
U034,5489.37,device_U034_A,Mumbai,2025-06-21 20:09:49,R108,0
U025,5993.06,device_U025_A,Lucknow,2025-06-04 13:02:00,R049,0
U022,1053.89,device_U022_A,Ahmedabad,2025-10-22 09:26:10,R017,0
U039,5775.02,device_U039_A,Mumbai,2025-05-01 19:06:37,R028,0
U039,6526.08,device_U039_B,Mumbai,2025-06-26 19:44:01,R028,0
U033,23156.74,attacker_device_5552,Hyderabad,2025-06-14 03:10:43,MULE020,1
U042,712.43,device_U042_A,Pune,2025-12-13 18:53:52,R010,0
U023,3941.19,device_U023_A,Chennai,2025-07-02 15:45:34,R018,0
U045,6331.54,device_U045_A,Pune,2025-04-09 22:35:24,R106,0
U043,6731.09,device_U043_B,Jaipur,2025-04-26 21:43:06,R054,0
U029,24987.34,attacker_device_5250,Ahmedabad,2025-03-13 04:53:03,MULE006,1
U033,71572.5,attacker_device_5333,Kolkata,2025-04-30 02:53:57,MULE027,1
U010,1627.92,device_U010_B,Jaipur,2025-03-06 00:21:07,MULE004,1
U026,21133.72,attacker_device_6282,Hyderabad,2025-03-21 04:05:05,MULE002,1
U028,4448.07,device_U028_B,Chennai,2025-09-30 19:29:17,R013,0
U016,66396.35,attacker_device_1579,Jaipur,2025-05-15 00:04:26,MULE039,1
U006,5396.6,device_U006_B,Jaipur,2025-01-08 18:23:19,R021,0
U013,1026.8,device_U013_B,Kolkata,2025-12-22 19:15:44,R161,0
U037,7264.36,device_U037_B,Bangalore,2025-05-12 19:44:07,R140,0
U012,3100.03,device_U012_B,Bangalore,2025-08-26 17:01:55,R064,0
U009,392756.22,attacker_device_1997,Hyderabad,2025-07-05 18:29:06,MULE035,1
U002,5763.26,device_U002_A,Mumbai,2025-02-03 15:04:03,R009,0
U036,40203.15,attacker_device_3467,Bangalore,2025-06-04 02:32:27,MULE033,1
U024,3635.25,device_U024_B,Kolkata,2025-01-01 15:46:02,R172,0
U030,6834.61,device_U030_A,Hyderabad,2025-03-03 12:51:43,R188,0
U046,6110.12,device_U046_B,Mumbai,2025-08-15 09:36:42,R090,0
U029,17788.67,attacker_device_1983,Delhi,2025-12-09 02:41:02,MULE039,1
U009,2807.09,device_U009_B,Mumbai,2025-02-25 11:20:55,R044,0
U022,6542.26,device_U022_A,Ahmedabad,2025-04-27 14:20:38,R064,0
U050,11271.38,device_U050_B,Chennai,2025-05-21 14:30:28,MULE009,1
U008,3049.12,device_U008_A,Ahmedabad,2025-07-18 10:24:26,R175,0
U036,4910.15,device_U036_B,Mumbai,2025-02-13 19:49:18,R145,0
U011,3790.35,device_U011_A,Hyderabad,2025-12-14 19:59:31,R017,0
U002,11046.74,device_U002_A,Mumbai,2025-08-21 09:49:48,MULE021,1
U038,18994.45,attacker_device_7914,Kolkata,2025-01-29 02:35:16,MULE017,1
U029,3031.51,device_U029_A,Chennai,2025-01-21 21:17:24,R100,0
U044,280100.95,attacker_device_7066,Ahmedabad,2025-03-16 17:54:58,MULE011,1
U032,1521.27,device_U032_A,Lucknow,2025-10-03 20:18:12,R123,0
U032,4911.11,device_U032_B,Lucknow,2025-11-19 11:33:12,R131,0
U026,74262.41,attacker_device_1640,Delhi,2025-05-12 04:41:01,MULE005,1
U045,6517.15,device_U045_A,Pune,2025-02-12 22:49:15,R172,0
U034,306953.79,attacker_device_5916,Mumbai,2025-03-02 06:20:10,MULE013,1
